number,incident_state,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,sys_updated_at,closed_at,final_resolved_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month,is_active
INC0033390,New,0,0,0,true,Caller 1040,Opened by  55,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 46,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,28-05-2016 08:26,28-05-2016 08:26,05-06-2016 11:07,31-05-2016 10:23,73.95,3,3,1,2016-05,1
INC0033391,Active,0,0,0,true,Caller 4283,Opened by  17,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 7,Resolved by 11,28-05-2016 08:32,28-05-2016 08:32,02-06-2016 09:07,28-05-2016 08:41,0.15,0,3,0,2016-05,1
INC0033392,New,0,0,0,true,Caller 2707,Opened by  180,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,28-05-2016 08:38,28-05-2016 08:38,02-06-2016 09:07,28-05-2016 08:45,0.116666667,0,3,0,2016-05,1
INC0033393,New,0,0,0,true,Caller 4759,Opened by  17,Phone,Location 161,Category 46,Subcategory 231,?,2 - Medium,2 - Medium,Group 37,Resolver 155,false,false,Do Not Notify,?,?,?,code 8,Resolved by 139,28-05-2016 08:44,28-05-2016 09:03,05-06-2016 15:07,31-05-2016 15:05,78.35,3,3,1,2016-05,1
INC0033394,New,0,0,0,true,Caller 1741,Opened by  55,Phone,Location 143,Category 57,Subcategory 170,Symptom 513,2 - Medium,2 - Medium,Group 65,Resolver 167,false,false,Do Not Notify,?,?,?,code 6,Resolved by 150,28-05-2016 09:34,28-05-2016 09:43,02-06-2016 17:10,28-05-2016 17:08,7.566666667,0,3,0,2016-05,1
INC0033395,Active,0,0,0,true,Caller 2766,Opened by  17,Phone,Location 161,Category 37,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,28-05-2016 10:11,28-05-2016 10:11,02-06-2016 11:07,28-05-2016 10:25,0.233333333,0,3,0,2016-05,1
INC0033396,New,0,0,0,true,Caller 1481,Opened by  17,Phone,Location 143,Category 37,Subcategory 135,Symptom 301,2 - Medium,2 - Medium,Group 48,Resolver 74,false,false,Do Not Notify,?,?,?,code 6,Resolved by 67,28-05-2016 10:34,28-05-2016 10:37,04-06-2016 11:07,30-05-2016 11:01,48.45,2,3,1,2016-05,1
INC0033397,New,0,0,0,true,Caller 4726,Opened by  55,Phone,Location 161,Category 46,Subcategory 252,Symptom 226,2 - Medium,2 - Medium,Group 22,Resolver 155,false,false,Do Not Notify,?,?,?,code 8,Resolved by 139,28-05-2016 10:34,28-05-2016 10:51,05-06-2016 15:07,31-05-2016 14:43,76.15,3,3,1,2016-05,1
INC0033398,New,0,0,0,true,Caller 4931,Opened by  17,Phone,Location 204,Category 37,Subcategory 135,Symptom 495,2 - Medium,2 - Medium,Group 46,Resolver 83,false,false,Do Not Notify,?,?,?,code 6,Resolved by 76,28-05-2016 10:46,28-05-2016 10:52,22-06-2016 09:00,14-06-2016 14:09,411.3833333,17,3,1,2016-05,1
INC0033401,Active,0,0,0,true,Caller 1147,Opened by  55,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 28,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,28-05-2016 11:02,28-05-2016 11:02,02-06-2016 11:07,28-05-2016 11:05,0.05,0,3,0,2016-05,1
INC0033403,New,0,0,0,true,Caller 4807,Opened by  386,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 52,false,false,Do Not Notify,?,?,?,code 8,Resolved by 49,28-05-2016 12:25,28-05-2016 12:58,13-06-2016 17:07,08-06-2016 17:01,268.6,11,3,1,2016-05,1
INC0033404,New,0,0,0,true,Caller 3544,Opened by  386,Phone,Location 173,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,28-05-2016 13:13,28-05-2016 13:13,05-06-2016 17:07,31-05-2016 16:27,75.23333333,3,3,1,2016-05,1
INC0033407,New,0,0,0,true,Caller 3882,Opened by  386,Phone,Location 204,Category 40,Subcategory 44,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 169,28-05-2016 13:48,28-05-2016 13:48,03-06-2016 13:07,29-05-2016 12:40,22.86666667,0,3,0,2016-05,1
INC0033408,New,0,0,0,true,Caller 2935,Opened by  386,Phone,Location 204,Category 37,Subcategory 123,Symptom 118,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 169,28-05-2016 14:06,28-05-2016 14:06,02-06-2016 17:07,28-05-2016 16:28,2.366666667,0,3,0,2016-05,1
INC0033409,New,0,0,0,true,Caller 2491,Opened by  386,Phone,Location 161,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 169,28-05-2016 16:29,28-05-2016 16:29,02-06-2016 17:07,28-05-2016 16:48,0.316666667,0,3,0,2016-05,1
INC0033410,New,0,0,0,true,Caller 3433,Opened by  386,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 249,false,false,Do Not Notify,?,?,?,code 8,Resolved by 227,28-05-2016 16:48,28-05-2016 17:06,05-06-2016 12:07,31-05-2016 11:12,66.4,2,3,1,2016-05,1
INC0033411,New,0,0,0,true,Caller 3449,Opened by  386,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 169,28-05-2016 17:07,28-05-2016 17:07,02-06-2016 18:07,28-05-2016 17:14,0.116666667,0,3,0,2016-05,1
INC0033412,New,0,0,0,true,Caller 2541,Opened by  386,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 169,28-05-2016 17:14,28-05-2016 17:14,03-06-2016 13:07,29-05-2016 12:43,19.48333333,0,3,0,2016-05,1
INC0033415,New,0,0,0,true,Caller 2541,Opened by  386,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 169,28-05-2016 17:58,28-05-2016 17:58,02-06-2016 18:07,28-05-2016 18:02,0.066666667,0,3,0,2016-05,1
INC0033416,New,0,0,0,true,Caller 2491,Opened by  305,Phone,Location 161,Category 57,Subcategory 170,?,2 - Medium,2 - Medium,Group 65,Resolver 25,false,false,Do Not Notify,?,?,?,code 1,Resolved by 23,28-05-2016 18:49,28-05-2016 18:53,26-11-2016 16:00,21-11-2016 15:33,4244.733333,176,3,1,2016-05,1
INC0033417,New,0,0,0,true,Caller 4606,Opened by  305,Phone,Location 204,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,Resolver 140,false,false,Do Not Notify,?,?,?,code 6,Resolved by 126,28-05-2016 19:57,28-05-2016 20:12,08-06-2016 13:07,03-06-2016 13:07,137.1666667,5,3,1,2016-05,1
INC0033418,New,0,0,0,true,Caller 865,Opened by  305,Phone,Location 204,Category 53,Subcategory 82,Symptom 491,2 - Medium,2 - Medium,Group 76,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 97,28-05-2016 22:37,28-05-2016 22:37,05-06-2016 12:07,31-05-2016 11:53,61.26666667,2,3,1,2016-05,1
INC0033420,New,0,0,0,true,Caller 5583,Opened by  305,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 134,28-05-2016 23:24,28-05-2016 23:24,03-06-2016 00:07,28-05-2016 23:25,0.016666667,0,3,0,2016-05,1
INC0033421,Active,0,0,0,true,Caller 1451,Opened by  305,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,Group 70,Resolver 150,false,false,Do Not Notify,?,?,?,code 9,Resolved by 134,28-05-2016 23:29,28-05-2016 23:29,03-06-2016 00:07,28-05-2016 23:54,0.416666667,0,3,0,2016-05,1
INC0033422,New,0,0,0,true,Caller 3634,Opened by  305,Phone,Location 143,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 134,28-05-2016 23:37,28-05-2016 23:37,03-06-2016 00:07,28-05-2016 23:38,0.016666667,0,3,0,2016-05,1
INC0033423,New,0,0,0,true,Caller 2845,Opened by  239,Phone,Location 204,Category 57,Subcategory 170,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,29-05-2016 00:22,29-05-2016 00:22,03-06-2016 01:07,29-05-2016 00:27,0.083333333,0,3,0,2016-05,1
INC0033424,New,0,0,0,true,Caller 2651,Opened by  47,Phone,Location 161,Category 35,Subcategory 132,Symptom 403,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 24,29-05-2016 00:52,29-05-2016 00:52,03-06-2016 02:07,29-05-2016 01:11,0.316666667,0,3,0,2016-05,1
INC0033426,New,0,0,0,true,Caller 2805,Opened by  463,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 158,29-05-2016 00:58,29-05-2016 00:58,18-06-2016 09:00,13-06-2016 08:48,367.8333333,15,3,1,2016-05,1
INC0033427,New,0,0,0,true,Caller 1010,Opened by  239,Phone,Location 204,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 4,Resolved by 103,29-05-2016 01:53,29-05-2016 01:53,05-06-2016 17:07,31-05-2016 16:59,63.1,2,3,1,2016-05,1
INC0033428,New,0,0,0,true,Caller 1451,Opened by  463,Phone,Location 143,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 199,29-05-2016 02:25,29-05-2016 02:25,03-06-2016 03:07,29-05-2016 02:30,0.083333333,0,3,0,2016-05,1
INC0033429,New,0,0,0,true,Caller 5600,Opened by  239,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,29-05-2016 04:50,29-05-2016 04:50,03-06-2016 05:07,29-05-2016 04:56,0.1,0,3,0,2016-05,1
INC0033430,New,0,0,0,true,Caller 3247,Opened by  47,Phone,Location 161,Category 57,Subcategory 185,Symptom 296,2 - Medium,2 - Medium,Group 24,Resolver 249,false,false,Do Not Notify,?,?,?,code 8,Resolved by 227,29-05-2016 05:13,29-05-2016 06:02,06-06-2016 11:07,01-06-2016 10:33,77.33333333,3,3,1,2016-05,1
INC0033431,New,0,0,0,true,Caller 3010,Opened by  239,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,29-05-2016 05:35,29-05-2016 05:35,03-06-2016 06:07,29-05-2016 05:43,0.133333333,0,3,0,2016-05,1
INC0033432,New,0,0,0,true,Caller 1369,Opened by  108,Phone,Location 161,Category 57,Subcategory 170,Symptom 239,2 - Medium,2 - Medium,Group 65,?,false,false,Do Not Notify,?,?,?,?,Resolved by 163,29-05-2016 06:05,29-05-2016 06:05,07-06-2016 09:07,02-06-2016 08:59,98.9,4,3,1,2016-05,1
INC0033433,New,0,0,0,true,Caller 1447,Opened by  17,Phone,Location 143,Category 23,Subcategory 75,Symptom 455,2 - Medium,2 - Medium,Group 20,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,29-05-2016 06:11,29-05-2016 06:11,14-06-2016 09:07,09-06-2016 09:00,266.8166667,11,3,1,2016-05,1
INC0033434,Resolved,0,0,0,true,Caller 446,Opened by  108,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,29-05-2016 06:15,29-05-2016 06:15,03-06-2016 08:07,03-06-2016 08:07,121.8666667,5,3,1,2016-05,1
INC0033436,New,0,0,0,true,Caller 616,Opened by  108,Phone,Location 161,Category 23,Subcategory 3,?,2 - Medium,2 - Medium,Group 20,Resolver 217,false,false,Do Not Notify,?,?,?,code 11,Resolved by 198,29-05-2016 07:59,29-05-2016 08:54,04-06-2016 17:07,30-05-2016 16:42,32.71666667,1,3,1,2016-05,1
INC0033438,New,0,0,0,true,Caller 832,Opened by  17,Phone,Location 108,Category 20,Subcategory 125,Symptom 517,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,29-05-2016 08:26,29-05-2016 08:26,03-06-2016 09:07,29-05-2016 08:35,0.15,0,3,0,2016-05,1
INC0033439,New,0,0,0,true,Caller 4211,Opened by  17,Phone,Location 161,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 69,Resolver 249,false,false,Do Not Notify,?,?,?,code 8,Resolved by 227,29-05-2016 08:43,29-05-2016 09:04,06-06-2016 11:07,01-06-2016 10:45,74.03333333,3,3,1,2016-05,1
INC0033440,New,0,0,0,true,Caller 2417,Opened by  108,Phone,Location 161,Category 61,Subcategory 16,Symptom 102,2 - Medium,2 - Medium,Group 73,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 151,29-05-2016 08:54,29-05-2016 08:54,05-06-2016 09:07,31-05-2016 08:52,47.96666667,1,3,1,2016-05,1
INC0033441,New,0,0,0,true,Caller 1741,Opened by  108,Phone,Location 143,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,Group 74,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 50,29-05-2016 09:15,29-05-2016 09:15,08-06-2016 11:07,03-06-2016 10:15,121,5,3,1,2016-05,1
INC0033442,New,0,0,0,true,Caller 3695,Opened by  17,Phone,Location 161,Category 20,Subcategory 125,Symptom 208,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 09:19,29-05-2016 09:19,03-06-2016 10:07,29-05-2016 09:24,0.083333333,0,3,0,2016-05,1
INC0033444,New,0,0,0,true,Caller 2346,Opened by  17,Phone,Location 161,Category 20,Subcategory 125,Symptom 517,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 10:02,29-05-2016 10:02,03-06-2016 11:07,29-05-2016 10:59,0.95,0,3,0,2016-05,1
INC0033445,New,0,0,0,true,Caller 1544,Opened by  108,Phone,Location 143,Category 46,Subcategory 223,Symptom 592,2 - Medium,2 - Medium,Group 55,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,29-05-2016 10:05,29-05-2016 10:05,04-06-2016 11:07,30-05-2016 10:57,24.86666667,1,3,1,2016-05,1
INC0033447,Active,0,0,0,true,Caller 1742,Opened by  108,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,29-05-2016 10:54,29-05-2016 10:54,04-06-2016 12:07,30-05-2016 11:53,24.98333333,1,3,1,2016-05,1
INC0033448,New,0,0,0,true,Caller 4855,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,29-05-2016 11:01,29-05-2016 11:01,03-06-2016 12:07,29-05-2016 11:14,0.216666667,0,3,0,2016-05,1
INC0033450,Resolved,0,0,0,true,Caller 832,Opened by  108,Phone,Location 108,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,29-05-2016 11:15,29-05-2016 11:15,03-06-2016 12:07,03-06-2016 12:07,120.8666667,5,3,1,2016-05,1
INC0033451,New,0,0,0,true,Caller 2417,Opened by  17,Phone,Location 161,Category 20,Subcategory 103,Symptom 517,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,29-05-2016 11:25,29-05-2016 11:25,03-06-2016 12:07,29-05-2016 11:33,0.133333333,0,3,0,2016-05,1
INC0033452,New,0,0,0,true,Caller 1363,Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 11:25,29-05-2016 11:25,03-06-2016 12:07,29-05-2016 11:33,0.133333333,0,3,0,2016-05,1
INC0033454,New,0,0,0,true,Caller 1555,Opened by  17,Phone,Location 204,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 12:05,29-05-2016 12:05,03-06-2016 14:07,29-05-2016 13:41,1.6,0,3,0,2016-05,1
INC0033455,New,0,0,0,true,Caller 3961,Opened by  17,Phone,Location 161,Category 53,Subcategory 80,Symptom 296,2 - Medium,2 - Medium,Group 19,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,29-05-2016 13:08,29-05-2016 13:08,05-06-2016 17:07,31-05-2016 16:28,51.33333333,2,3,1,2016-05,1
INC0033456,Resolved,0,0,0,true,Caller 4887,Opened by  500,Phone,Location 204,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,Group 70,Resolver 232,false,false,Do Not Notify,?,?,?,code 9,Resolved by 211,29-05-2016 13:14,29-05-2016 13:14,03-06-2016 14:07,03-06-2016 14:07,120.8833333,5,3,1,2016-05,1
INC0033457,New,0,0,0,true,Caller 610,Opened by  17,Phone,Location 161,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 13:26,29-05-2016 13:26,03-06-2016 14:07,29-05-2016 13:40,0.233333333,0,3,0,2016-05,1
INC0033459,New,0,0,0,true,Caller 4397,Opened by  17,Phone,Location 143,Category 37,Subcategory 123,Symptom 118,2 - Medium,2 - Medium,Group 48,Resolver 74,false,false,Do Not Notify,?,?,?,code 6,Resolved by 67,29-05-2016 14:42,29-05-2016 14:55,06-06-2016 09:07,01-06-2016 09:00,66.3,2,3,1,2016-05,1
INC0033462,New,0,0,0,true,Caller 5619,Opened by  17,Phone,Location 143,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 15:54,29-05-2016 15:54,03-06-2016 16:10,29-05-2016 16:07,0.216666667,0,3,0,2016-05,1
INC0033463,New,0,0,0,true,Caller 4999,Opened by  17,Phone,Location 204,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,29-05-2016 16:08,29-05-2016 16:08,03-06-2016 17:07,29-05-2016 16:31,0.383333333,0,3,0,2016-05,1
INC0033464,Active,0,0,0,true,Caller 2594,Opened by  386,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 186,false,false,Do Not Notify,?,?,?,code 6,Resolved by 169,29-05-2016 16:19,29-05-2016 16:19,03-06-2016 17:07,29-05-2016 16:28,0.15,0,3,0,2016-05,1
INC0033492,New,0,0,0,true,Caller 1652,Opened by  17,Phone,Location 161,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 57,Resolver 214,false,false,Do Not Notify,?,?,?,code 9,Resolved by 195,29-05-2016 17:28,29-05-2016 17:35,04-06-2016 11:07,30-05-2016 10:22,16.9,0,3,0,2016-05,1
INC0033493,New,0,0,0,true,Caller 219,Opened by  386,Phone,Location 161,Category 23,Subcategory 75,Symptom 491,2 - Medium,2 - Medium,Group 20,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 169,29-05-2016 17:37,29-05-2016 17:37,03-06-2016 21:07,29-05-2016 20:50,3.216666667,0,3,0,2016-05,1
INC0033494,Resolved,0,0,0,true,Caller 1798,Opened by  17,Phone,Location 161,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,29-05-2016 18:30,29-05-2016 18:30,03-06-2016 19:07,03-06-2016 19:07,120.6166667,5,3,1,2016-05,1
INC0033495,New,0,0,0,true,Caller 1070,Opened by  58,Phone,Location 161,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 29,29-05-2016 19:47,29-05-2016 19:47,03-06-2016 20:10,29-05-2016 20:07,0.333333333,0,3,0,2016-05,1
INC0033497,New,0,0,0,true,Caller 4118,Opened by  17,Phone,Location 161,Category 57,Subcategory 170,Symptom 10,2 - Medium,2 - Medium,Group 56,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,29-05-2016 22:13,29-05-2016 22:13,08-06-2016 16:07,03-06-2016 15:38,113.4166667,4,3,1,2016-05,1
INC0033498,New,0,0,0,true,Caller 1582,Opened by  58,Phone,Location 179,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 44,29-05-2016 22:47,29-05-2016 22:47,04-06-2016 01:07,30-05-2016 00:59,2.2,0,3,0,2016-05,1
INC0033499,New,0,0,0,true,Caller 2772,Opened by  239,Phone,Location 108,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,30-05-2016 00:41,30-05-2016 00:41,04-06-2016 03:07,30-05-2016 02:20,1.65,0,3,0,2016-05,1
INC0033501,New,0,0,0,true,Caller 1334,Opened by  397,Phone,Location 108,Category 20,Subcategory 103,Symptom 517,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 174,30-05-2016 00:44,30-05-2016 00:44,04-06-2016 01:07,30-05-2016 00:47,0.05,0,3,0,2016-05,1
INC0033502,New,0,0,0,true,Caller 2717,Opened by  47,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 24,30-05-2016 00:49,30-05-2016 00:49,04-06-2016 01:07,30-05-2016 00:54,0.083333333,0,3,0,2016-05,1
INC0033503,New,0,0,0,true,Caller 4250,Opened by  463,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 199,30-05-2016 00:52,30-05-2016 00:52,04-06-2016 01:07,30-05-2016 01:01,0.15,0,3,0,2016-05,1
INC0033504,New,0,0,0,true,Caller 3362,Opened by  239,Phone,Location 161,Category 53,Subcategory 80,Symptom 296,2 - Medium,2 - Medium,Group 19,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,30-05-2016 01:11,30-05-2016 01:11,04-06-2016 02:07,30-05-2016 01:31,0.333333333,0,3,0,2016-05,1
INC0033505,Active,0,0,0,true,Caller 3207,Opened by  94,Phone,Location 108,Category 20,Subcategory 103,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 47,false,false,Do Not Notify,?,?,?,code 6,Resolved by 103,30-05-2016 01:14,30-05-2016 01:14,04-06-2016 10:10,30-05-2016 10:09,8.916666667,0,3,0,2016-05,1
INC0033506,New,0,0,0,true,Caller 4245,Opened by  94,Phone,Location 161,Category 46,Subcategory 231,Symptom 292,1 - High,1 - High,Group 37,Resolver 153,false,false,Do Not Notify,?,?,?,code 8,Resolved by 137,30-05-2016 01:39,30-05-2016 02:04,05-06-2016 11:10,31-05-2016 11:08,33.48333333,1,1,1,2016-05,1
INC0033508,New,0,0,0,true,Caller 958,Opened by  239,Phone,Location 180,Category 53,Subcategory 80,Symptom 491,2 - Medium,2 - Medium,Group 19,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 15,30-05-2016 01:42,30-05-2016 01:42,05-06-2016 17:07,31-05-2016 16:29,38.78333333,1,3,1,2016-05,1
INC0033509,New,0,0,0,true,Caller 4753,Opened by  397,Phone,Location 108,Category 20,Subcategory 125,Symptom 208,2 - Medium,2 - Medium,Group 70,Resolver 34,false,false,Do Not Notify,?,?,?,code 6,Resolved by 33,30-05-2016 01:45,30-05-2016 01:54,06-06-2016 15:07,01-06-2016 14:54,61.15,2,3,1,2016-05,1
INC0033510,New,0,0,0,true,Caller 131,Opened by  463,Phone,Location 161,Category 20,Subcategory 103,Symptom 517,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 98,30-05-2016 01:54,30-05-2016 01:54,06-06-2016 17:07,01-06-2016 16:21,62.45,2,3,1,2016-05,1
INC0033512,New,0,0,0,true,Caller 5321,Opened by  397,Phone,Location 161,Category 20,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,30-05-2016 02:40,30-05-2016 02:40,05-06-2016 17:07,31-05-2016 16:32,37.86666667,1,3,1,2016-05,1
INC0033513,New,0,0,0,true,Caller 4960,Opened by  463,Phone,Location 161,Category 53,Subcategory 80,Symptom 296,2 - Medium,2 - Medium,Group 19,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,30-05-2016 04:50,30-05-2016 04:50,05-06-2016 17:07,31-05-2016 16:34,35.73333333,1,3,1,2016-05,1
INC0033516,New,0,0,0,true,Caller 1831,Opened by  17,Phone,Location 161,Category 23,Subcategory 75,?,2 - Medium,2 - Medium,Group 20,Resolver 24,false,false,Do Not Notify,?,?,?,code 8,Resolved by 22,30-05-2016 06:05,30-05-2016 08:16,14-06-2016 14:07,09-06-2016 13:24,247.3166667,10,3,1,2016-05,1
INC0033518,New,0,0,0,true,Caller 2717,Opened by  17,Phone,Location 161,Category 20,Subcategory 125,Symptom 517,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,30-05-2016 06:12,30-05-2016 06:12,04-06-2016 07:07,30-05-2016 06:25,0.216666667,0,3,0,2016-05,1
INC0033520,New,0,0,0,true,Caller 180,Opened by  108,Phone,Location 143,Category 37,Subcategory 123,Symptom 491,2 - Medium,2 - Medium,Group 48,Resolver 74,false,false,Do Not Notify,?,?,?,code 7,Resolved by 67,30-05-2016 06:53,30-05-2016 07:39,04-06-2016 11:07,30-05-2016 11:00,4.116666667,0,3,0,2016-05,1
INC0033521,Active,0,0,0,true,Caller 841,Opened by  55,Phone,Location 204,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 28,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,30-05-2016 07:36,30-05-2016 07:36,04-06-2016 08:07,30-05-2016 07:53,0.283333333,0,3,0,2016-05,1
